gvkey,datadate,tic,conm,act,at,csho,ebit,lct,lt,re,sale,prcc_c,gsector,mve
179583,6/30/22,FN,FABRINET,1525.171,1835.641,36.437,204.653,538.487,581.959,1203.883,2262.224,128.22,45,4671.952
179690,12/31/22,SWI,SOLARWINDS CORP,307.393,3200.006,161.929,114.567,456.633,1830.353,-1257.879,719.367,9.36,45,1515.655
180345,6/30/22,RSSS,RESEARCH SOLUTIONS INC,16.977,17.026,27.076,-1.632,12.143,12.143,-23.216,32.934,1.92,45,51.986
180711,10/31/22,AVGO,BROADCOM INC,18504,73249,418,14402,7052,50540,1550,33203,559.13,45,233716.34
181290,12/31/22,DMRC,DIGIMARC CORP,64.141,113.777,20.26,-59.247,10.134,16.187,-270.172,29.997,18.49,45,374.607
183139,12/31/22,ISDR,ISSUER DIRECT CORP,9.42,66.325,3.791,2.759,31.191,33.102,11.072,23.514,25.04,45,94.927
183377,12/31/22,FTNT,FORTINET INC,3810.4,6228,781.5,965,3078.4,6509.6,-1566.6,4417.4,48.89,45,38207.535
183474,12/31/22,PPRRF,TRUECONTEXT CORP,12.045,12.671,132.74,-4.326,9.368,15.376,-39.135,21.327,0.26,45,34.512
183547,10/31/22,CODA,CODA OCTOPUS GROUP INC,37.011,46.927,10.912,5.174,3.469,3.544,-18.914,22.226,6.86,45,74.856
183666,12/31/22,MINM,MINIM INC,29.564,30.96,46.949,-14.675,13.821,14.616,-74.835,50.622,0.188,45,8.826
183903,12/31/22,CALX,CALIX INC,547.37,884.835,65.735,52.61,165.422,205.268,-392.177,867.827,68.43,45,4498.246
183974,12/31/22,SPSC,SPS COMMERCE INC,322.814,672.914,36.158,71.182,110.642,135.841,189.81,450.875,128.43,45,4643.772
184113,12/31/22,VUZI,VUZIX CORP,91.242,132.313,63.319,-42.313,15.278,15.583,-243.836,11.836,3.64,45,230.481
184155,12/31/22,DQ,DAQO NEW ENERGY CORP,4889.163,7594.096,78.205,3043.807,736.542,989.49,2722.811,4608.35,38.61,45,3019.495
184182,12/31/22,JKS,JINKOSOLAR HOLDING CO,9906.569,15754.604,47.706,116.42,9414.903,11839.391,937.696,12052.377,40.88,45,1950.221
184388,12/31/22,SUIC,SUIC WORLDWIDE HOLDINGS LTD,0.409,0.573,33.504,-0.03,0.632,0.632,-1.741,0.221,0.235,45,7.873
184545,12/31/22,TROO,TROOPS INC,11.539,69.686,101.598,-0.536,2.185,7.482,-73.876,3.875,2.1842,45,221.91
184551,12/31/22,MXL,MAXLINEAR INC,563.124,1180.025,78.745,194.03,341.086,503.64,-46.401,1120.252,33.95,45,2673.393
184576,12/31/22,ENV,ENVESTNET INC,305.232,2112.165,54.014,-24.828,327.064,1344.561,-127.516,1239.784,61.7,45,3332.664
184580,8/31/22,EACO,EACO CORP,119.774,139.681,4.862,24.232,40.276,51.933,75.32,292.562,31,45,150.722
184604,6/30/22,AOSL,ALPHA AND OMEGA SEMICONDUCTO,549.592,1298.629,27.371,104.568,267.722,444.536,631.074,777.552,28.57,45,781.989
184725,12/31/22,NXPI,NXP SEMICONDUCTORS NV,6935,23236,259.463,3787,3270,15496,-3899,13205,158.03,45,41002.938
185138,12/31/22,VPG,VISHAY PRECISION GROUP INC,251.806,476.742,13.569,47.005,64.336,170.22,115.459,362.58,38.65,45,524.442
185380,8/31/22,LEDS,SEMILEDS CORP,9.143,16.054,4.832,-3.396,9.255,12.556,-180.258,7.051,1.6,45,7.731
185587,12/31/22,SASI,SIGMA ADDITIVE SOLUTIONS INC,4.274,5.704,10.499,-8.748,0.629,0.629,-49.342,0.63,0.4001,45,4.201
186553,12/31/22,PROP,PRAIRIE OPERATING CO,5.051,6.793,12.246,-7.5,13.168,13.318,-60.728,0.518,0.0542,45,0.664
186876,12/31/22,VNET,VNET GROUP INC,1022.488,3907.168,148.452,8.865,918.07,2894.89,-1200.616,1024.367,5.67,45,841.723
186904,9/30/22,CLSK,CLEANSPARK INC,50.776,452.625,55.661,-15.1,34.041,48.614,-195.944,131.525,2.04,45,113.548
186962,12/31/22,SQNS,SEQUANS COMMUNICATIONS SA,40.441,98.755,48.357,-3.836,36.834,96.651,-2.62,60.551,3.32,45,160.545
186996,12/31/22,MTBL,MOATABLE INC,58.17,94.708,25.291,-15.201,28.942,28.942,-697.856,45.808,1.6,45,40.466
187411,12/31/22,LCTC,LIFELOC TECHNOLOGIES INC,5.879,8.518,2.454,-0.651,1.137,2.363,1.487,8.482,2.15,45,5.276
187413,12/31/22,XNET,XUNLEI LTD  -ADS,332.184,463.323,65.01,9.221,128.29,154.902,-167.695,341.497,1.82,45,118.318
187450,12/31/22,ENPH,ENPHASE ENERGY INC,2264.271,3084.28,136.441,453.245,638.219,2258.707,6.453,2330.853,264.96,45,36151.407
187462,6/30/22,UI,UBIQUITI INC,621.573,844.712,60.421,462.264,310.95,1227.588,-383.586,1691.692,273.53,45,16526.956
187697,12/31/22,EPAM,EPAM SYSTEMS INC,2759.625,4009.151,57.655,701.173,747.483,1006.141,2153.627,4824.698,327.74,45,18895.85
187740,9/30/22,MTSI,MACOM TECHNLGY SOL HLDGS INC,813.083,1571.817,69.999,132.674,97.214,729.069,-360.137,675.17,62.98,45,4408.537
187959,12/31/22,BCOV,BRIGHTCOVE INC,77.32,227.813,42.315,-6.136,103.957,125.466,-211.649,211.008,5.23,45,221.307
190455,7/31/22,GWRE,GUIDEWIRE SOFTWARE INC,1252.703,2266.897,84.084,-196.38,337.518,815.24,-303.827,812.614,62.56,45,5260.295
201395,12/31/22,TSM,TAIWAN SEMICONDUCTOR MFG CO,66824.313,161599.25,5186.076,36510.71,32113.859,66620.216,83805.446,73692.446,74.49,45,386310.801
204867,3/31/22,WIT,WIPRO LTD,8179.587,14220.273,5467.38,1770.871,4062.82,5541.005,8438.091,10422.058,9.76,45,53361.629
206211,12/31/22,FORTY,FORMULA SYSTEMS (1985) LTD,1371.499,2793.955,15.318,232.38,1000.987,1617.033,402.418,2572.357,70.89,45,1085.893
209341,12/31/22,UMC,UNITED MICROELECTRONICS CORP,8214.988,17077.859,2500.95,3221.027,3665.552,6569.966,6273.59,9072.199,6.53,45,16331.204
211009,3/31/22,INFY,INFOSYS LTD,8865,15555,4193.013,3755,4433,5561,9276,16311,25.31,45,106125.159
213412,12/31/22,ASX,ASE TECHNOLOGY HLDNG CO,9777.323,23032.92,2147.521,2609.815,7464.826,12835.388,3605.794,21837.73,6.27,45,13464.957
216019,12/31/22,AIIXY,AIXTRON SE,740.539,964.622,112.383,109.795,245.028,255.707,172.105,501.051,57.567,45,6469.552
223732,12/31/22,TMICY,TREND MICRO INC,2426.092,3570.116,139.154,237.654,1761.539,1836.035,1452.581,1697.052,46.535,45,6475.531
233491,12/31/22,MX,MAGNACHIP SEMICONDUCTOR CORP,337.853,516.645,43.825,-1.946,47.245,88.492,322.953,337.658,9.39,45,411.517
242977,12/31/22,AUOTY,AUO CORPORATION,4562.927,12592.14,766.066,-779.978,3162.943,6361.488,1512.28,8033.405,4.88,45,3738.402
244641,12/31/22,ITRN,ITURAN LOCATION & CONTROL,150.652,290.927,20.176,58.682,92.972,138.068,123.132,293.072,21.13,45,426.319
260893,12/31/22,BLKB,BLACKBAUD INC,918.643,2992.703,53.069,35.636,1230.642,2248.671,205.987,1058.105,58.86,45,3123.641
264416,12/31/22,UCTT,ULTRA CLEAN HOLDINGS INC,1098.8,1960.9,45.2,204.6,389.2,1023.9,372.4,2374.3,33.15,45,1498.38
270705,12/31/22,HIMX,HIMAX TECHNOLOGIES INC,1336.808,1701.758,174.417,257.587,693.995,807.937,678.907,1201.339,6.21,45,1083.13
282960,12/31/22,RKNEF,OPTIVA INC,50.11,86.618,6.178,9.958,21.131,112.698,-312.581,61.779,13.9,45,85.874
284745,12/31/22,IDBAY,IDEX BIOMETRICS ASA,23.835,29.016,15.551,-31.37,5.033,6.175,-27.533,4.091,8.09,45,125.808
287252,3/31/22,MIXT,MIX TELEMATICS LTD,74.63,180.554,22.054,15.204,40.541,53.857,83.618,143.294,12.61,45,278.101
289735,12/31/22,VISL,VISLINK TECHNOLOGIES INC,44.887,51.796,47.417,-13.707,6.273,8.144,-301.436,28.402,0.56,45,26.554
296866,12/31/22,MYSZ,MY SIZE INC,6.058,9.727,1.464,-7.995,4.179,5.191,-54.138,4.459,2.72,45,3.982
297434,12/31/22,ALAR,ALARUM TECHNOLOGIES LTD,6.4,22.371,3.263,-12.855,8.14,9.06,-81.766,18.779,2.4,45,7.831
300107,12/31/22,NNDM,NANO DIMENSION LTD,1064.318,1203.458,248.024,-129.02,37.033,53.166,-533.566,43.633,2.3,45,570.455
315629,12/31/22,IMOS,CHIPMOS TECHNOLOGIES INC,597.384,1462.948,36.362,100.478,211.23,660.91,368.189,765.509,21.43,45,779.238
320806,6/30/22,NVX,NOVONIX LTD,162.147,302.835,121.488,-42.676,7.887,51.821,-95.48,5.8,4.1,45,498.101
321467,12/31/22,WKEY,WISEKEY INTERNATIONAL HOLD,33.175,49.496,10.784,-10.609,18.829,25.471,-259.7,23.814,1.78,45,19.196
324138,12/31/22,MOB,MOBILICOM LTD,14.031,14.413,4.841,-4.279,2.066,2.274,-16.919,1.582,0.9701,45,4.696
327832,12/31/22,ARBK,ARGO BLOCKCHAIN PLC,27.316,110.15,47.783,-101.418,24.259,96.412,-168.234,57.068,1.08,45,51.606
329579,12/31/22,BITF,BITFARMS LTD,69.088,343.098,224.2,-40.988,67.244,87.531,-239.065,142.428,0.44,45,98.648
338703,12/31/22,SVRE,SAVERONE 2014 LTD,9.513,9.793,5.556,-8.307,1.928,2.241,-28.944,0.339,1.3,45,7.223
339965,1/31/22,SNOW,SNOWFLAKE INC,4598.643,6649.698,312.377,-715.036,1397.093,1600.653,-1935.655,1219.327,338.75,45,105817.709
345764,12/31/22,IDAI,T STAMP INC,2.874,6.412,24.272,-12.078,4.448,5.787,-39.062,5.385,0.4811,45,11.677
347085,2/28/22,KARO,KAROOOOO LTD,72.275,200.247,30.951,51.92,40.451,59.33,-323.52,177.987,40.78,45,1262.182
348615,12/31/22,NYAX,NAYAX LTD,150.46,230.488,32.956,-30.454,110.207,125.853,-46.779,173.514,19.7,45,649.233
2136,12/31/22,VZ,VERIZON COMMUNICATIONS INC,37857,379680,4199.862,30483,50171,287217,80515,136835,39.4,50,165474.563
2884,12/31/22,LUMN,LUMEN TECHNOLOGIES INC,5420,45581,1001.688,3305,4803,35144,-8645,17478,5.22,50,5228.811
3105,12/31/22,IHRT,IHEARTMEDIA INC,1472.779,8335.887,143.25,393.347,831.818,7651.381,-2228.813,3912.283,6.13,50,878.123
3226,12/31/22,CMCSA,COMCAST CORP,21826,257275,4220.119,23111,27887,175237,48998,121427,34.97,50,147577.561
3382,12/31/22,SSTK,SHUTTERSTOCK INC,215.671,881.184,35.829,119.188,383.734,433.702,255.612,827.826,52.72,50,1888.905
3980,9/30/22,DIS,DISNEY (WALT) CO,29098,203631,1824,7793,29073,95253,39517,83745,86.88,50,158469.12
4066,12/31/22,OMC,OMNICOM GROUP INC,14613,27002.5,202.7,2196.7,15052.8,22843.2,8301.4,14289.1,81.57,50,16534.239
4988,12/31/22,TGNA,TEGNA INC,1303.708,7328.896,223.448,1010.826,391.024,4239.756,7772.522,3279.245,21.19,50,4734.863
5284,12/31/22,GTN,GRAY TELEVISION INC,857,11152,93.012,988,409,8386,1230,3676,11.19,50,1040.804
6136,12/31/22,IPG,INTERPUBLIC GROUP OF COS,10325.2,18845,386.5,1483.6,9983.2,15100.7,2671.7,10927.8,33.31,50,12874.315
6639,9/30/22,LEE,LEE ENTERPRISES INC,109.123,744.042,5.979,51.63,131.136,726.805,-244.576,780.969,18.56,50,110.97
7022,12/31/22,MCS,MARCUS CORP,63.895,1064.598,31.53,8.306,156.395,607.677,272.56,677.394,14.39,50,453.717
7863,12/31/22,NUVR,NUVERA COMMUNICATIONS INC,29.824,217.315,5.093,11.51,11.662,114.733,94.013,65.714,17.5,50,89.128
7866,12/31/22,NYT,NEW YORK TIMES CO  -CL A,655.675,2533.752,165.065,256.197,571.21,933.78,1601.012,2308.321,32.46,50,5358.01
7908,3/31/22,NTTYY,NIPPON TELEGRAPH AND TELEPHO,47075.335,196502.214,3542.522,15965.072,51539.016,122239.16,62345.837,100106.639,27.354,50,96902.147
8544,12/31/22,PHI,PLDT INC,1461.184,11213.907,216.056,10.886,4437.722,9166.445,-299.733,3687.5,22.8,50,4926.077
9466,5/31/22,SCHL,SCHOLASTIC CORP,996,1940.8,34.125,94.2,619.7,722.4,931.1,1642.9,39.96,50,1363.635
9664,12/31/22,SHEN,SHENANDOAH TELECOMMUN CO,128.562,977.719,50.11,5.934,96.421,339.712,580.554,267.371,15.88,50,795.747
9899,12/31/22,T,AT&T INC,33108,402853,7127.592,23444,56173,296396,-16649,120741,18.41,50,131218.969
10411,12/31/22,TDS,TELEPHONE & DATA SYSTEMS INC,2028,14550,112,151,1514,7935,2704,5413,10.49,50,1174.88
11499,4/30/22,WLY,WILEY (JOHN) & SONS  -CL A,550.866,3361.695,55.743,218.449,969.419,2219.426,1413.014,2082.928,57.27,50,3192.402
12485,12/31/22,ATUS,ALTICE USA INC,2568.445,33664.966,456.162,1932.879,4039.701,34168.878,-662.474,9647.659,4.6,50,2098.345
12545,12/31/22,HHS,HARTE HANKS INC,66.311,119.984,7.403,15.107,43.566,101.176,798.188,206.278,11.69,50,86.541
12568,9/30/22,DJCO,DAILY JOURNAL CORP,309.454,319.111,1.377,1.989,33.619,140.094,177.248,54.009,250.51,50,344.952
13683,12/31/22,TEF,TELEFONICA SA,24141.818,117179.037,5690.02,2830.03,24687.946,83291.358,16918.191,43253.067,3.57,50,20313.371
13714,12/31/22,PARA,PARAMOUNT GLOBAL,13734,58393,650,2898,11191,34787,12930,30154,16.88,50,10972
14369,12/31/22,USM,US CELLULAR CORP,1723,11119,85,90,1195,6537,2861,4169,20.85,50,1772.25
14535,12/31/22,SSP,EW SCRIPPS  -CL A,643.941,6431.005,83.582,435.852,485.005,4300.18,273.244,2453.215,13.19,50,1102.447
14605,12/31/22,WPP,WPP PLC,18191.942,34728.23,213.945,2025.558,21336.731,29715.364,4873.7,17385.141,49.16,50,10517.536
14894,3/31/22,VOD,VODAFONE GROUP PUBLIC LTD,30636,171023,2837.005,5969,37378,107729,-102034,50634,14.93,50,42356.485
16011,12/31/22,YY,JOYY INC,4644.649,9071.653,69.634,49.416,3071.684,3568.921,2555.364,2411.516,31.59,50,2199.738
16721,3/31/22,EA,ELECTRONIC ARTS INC,4151,13800,280.051,1196,3513,6175,7622,6991,131.9,50,36938.727
17001,12/31/22,FUBO,FUBOTV INC,436.902,1277.774,209.685,-411.857,438.754,874.444,-1558.683,1008.696,1.74,50,364.852
17874,12/31/22,TMUS,T-MOBILE US INC,19067,211338,1233.96,13134,24742,141682,-1269,79571,140,50,172754.4
18043,6/30/22,NWSA,NEWS CORP,4093,17221,584.371,1026,3519,8078,-3563,10385,18.2,50,10635.552
18750,12/31/22,CRTO,CRITEO SA,1260.996,2348.894,57.264,110.76,1079.993,1267.788,485.763,2017.003,26.06,50,1492.3
18885,12/31/22,CUEN,CUENTAS INC,0.689,1.499,19.157,-10.755,2.134,2.223,-52.75,2.994,0.1817,50,3.481
18892,12/31/22,MI,NFT LTD,67.69,67.751,34.992,-0.48,15.344,15.344,-40.155,3.404,0.5504,50,19.26
19295,12/31/22,ATHM,AUTOHOME INC,3541.297,4308.407,119.499,133.39,588.455,670.883,2401.905,1006.33,30.6,50,3656.669
19394,12/31/22,BMTM,BRIGHT MOUNTAIN MEDIA INC,4.501,29.2,149.619,-4.862,17.851,43.271,-114.152,19.58,0.162,50,24.238
19574,12/31/22,GCI,GANNETT CO INC,507.777,2393.555,146.223,62.94,617.038,2098.182,-1100.632,2945.303,2.03,50,296.833
19753,12/31/22,MGNI,MAGNITE INC,1326.261,2712.213,134.006,-105.316,1125.032,1920.915,-527.925,577.069,10.59,50,1419.124
20004,12/31/22,WB,WEIBO CORP,4552.258,7129.454,237.239,490.644,1219.938,3738.914,1942.354,1836.332,19.12,50,4536.01
20540,12/31/22,TRUE,TRUECAR INC,197.835,251.527,88.439,-64.147,30.779,54.26,-512.532,161.524,2.51,50,221.982
20547,12/31/22,FOMC,FOMO CORP,2.217,3.584,8620.188,-1.547,5.643,6.155,-24.098,7.516,0.0004,50,3.448
20699,12/31/22,LTRPA,LIBERTY TRIPADVISOR HOLDINGS,1303,4638,76.012,76,534,2376,-430,1492,0.6696,50,50.898
20961,3/31/22,ATEX,ANTERIX INC,115.771,278.044,18.377,-47.95,9.636,91.746,-313.829,1.084,58.76,50,1079.833
21227,12/31/22,LBRDK,LIBERTY BROADBAND CORP,660,15142,146.597,28,1675,6439,5164,975,76.27,50,11180.953
21554,12/31/22,CREX,CREATIVE REALITIES INC,13.982,66.015,21.801,-1.888,16.496,40.436,-50.409,43.35,0.58,50,12.645
22164,12/31/22,MOMO,HELLO GROUP INC,1699.907,2295.084,188.485,232.982,686.984,710.284,751.129,1841.94,8.98,50,1692.595
22638,12/31/22,ZI,ZOOMINFO TECHNO INC,832,7136.4,404.067,183.2,572.7,4864.6,215.7,1098,30.11,50,12166.457
23225,12/31/22,CABO,CABLE ONE INC,346.705,6913.89,5.766,539.029,244.155,5155.917,1674.437,1706.043,711.86,50,4104.585
23563,6/30/22,TRKAQ,TROIKA MEDIA GROUP INC,66.971,204.306,64.21,-17.888,103.268,193.915,-226.537,116.41,0.116,50,7.448
24204,12/31/22,LDWY,LENDWAY INC,20.753,20.968,1.797,-2.394,7.374,7.567,-3.075,18.8,7.81,50,14.035
24481,6/30/22,MSGS,MADISON SQUARE GARDEN SPORTS,205.269,1301.966,24.227,86.08,438.299,1447.343,-36.885,821.354,183.33,50,4441.536
24508,1/31/22,OOMA,OOMA INC,66.029,109.253,23.936,-1.93,46.93,58.197,-128.808,192.29,20.44,50,489.252
24672,8/31/22,ABQQ,AB INTERNATIONAL GROUP CP,0.097,5.839,384.513,-2.032,0.954,1.817,-8.79,2.928,0.0006,50,0.231
24708,12/31/22,ATNI,ATN INTERNATIONAL INC,229.688,1707.869,15.763,17.129,233.18,938.571,456.016,725.745,45.31,50,714.222
24724,12/31/22,LILAK,LIBERTY LATIN AMERICA LTD,2078.9,13575.2,216.1,713.3,1761.9,11009.1,-3018.7,4815.1,7.6,50,1642.36
24844,12/31/22,SPOK,SPOK HOLDINGS INC,70.051,244.477,20.077,7.567,53.451,72.399,72.168,134.534,8.19,50,164.431
26061,12/31/22,MTCH,MATCH GROUP INC,882.385,4182.764,279.625,855.739,556.354,4541.645,-8151.75,3188.843,41.49,50,11601.641
26920,12/31/22,VOCLD,CREATD INC,1.479,4.82,38.969,-25.554,15.207,17.323,-146.283,4.796,0.6701,50,26.113
27246,7/31/22,HMMR,HAMMER FIBER OPTICS HLDGS CP,0.726,9.572,59.813,-0.547,2.996,3.542,-21.596,2.602,0.52,50,31.103
27251,12/31/22,SEAT,VIVID SEATS INC,331.516,1151.431,78.068,76.04,378.015,671.269,-1014.132,600.274,7.3,50,569.896
27318,7/31/22,ZDGE,ZEDGE INC,19.892,54.626,14.402,7.037,8.657,10.438,0.769,24.845,1.76,50,25.348
27885,12/31/22,TTD,TRADE DESK INC,3845.617,4380.679,490.468,113.654,2029.323,2265.34,665.514,1577.795,44.83,50,21987.68
27977,12/31/22,BOC,BOSTON OMAHA CORP,113.961,683.718,29.707,-5.292,52.979,157.069,19.579,81.234,26.5,50,787.236
28378,3/31/22,LGF.A,LIONS GATE ENTERTAINMENT CP,1058.1,8991.2,225.3,22.4,2403.1,5986.6,-340.4,3604.3,16.64,50,3748.992
28551,12/31/22,PALT,PALTALK INC,15.405,25.432,9.227,-3.652,3.663,4.457,-13.817,10.99,1.32,50,12.18
29064,12/31/22,AREN,ARENA GROUP HLDNGS INC (THE),78.695,203.719,18.303,-55.143,216.364,242.689,-323.071,220.935,10.61,50,194.195
29155,12/31/22,CARS,CARS.COM INC,148.627,1024.87,66.287,68.379,106.012,640.44,-1128.176,653.876,13.77,50,912.772
29194,12/31/22,TEO,TELECOM ARGENTINA,637.862,9761.436,430.738,-275.549,1627.746,5173.93,-899.246,4116.816,5.45,50,2347.522
29537,12/31/22,TRVG,TRIVAGO N.V. -ADR,377.484,739.134,341.782,91.883,53.033,138.783,330.717,571.781,1.35,50,461.406
29850,12/31/22,TV,GRUPO TELEVISA SAB,4182.154,15334.181,565.367,268.336,1762.075,7945.152,6163.764,3871.981,4.56,50,2578.074
30024,12/31/22,TIGO,MILLICOM INTL CELLULAR SA,2065,14198,170.883,896,2119,10564,2309,5624,12.63,50,2158.252
30091,12/31/22,SNAP,SNAP INC,5256.647,8029.538,1574.086,-1206.357,1215.599,5448.84,-10228.631,4601.847,8.95,50,14088.07
30662,12/31/22,SIRI,SIRIUS XM HOLDINGS INC,1038,10022,3891,2100,2981,13373,-3355,9003,5.84,50,22723.44
30998,12/31/22,EEX,EMERALD HOLDING INC,331.8,1098.4,67.588,-6.1,222.2,659.1,-644.1,325.9,3.54,50,239.262
31466,12/31/22,WOW,WIDEOPENWEST INC,120.9,1717.4,86.418,33.2,164.7,1142.3,308,704.9,9.11,50,787.268
31629,12/31/22,RDI,READING INTL INC  -CL A,47.512,587.055,22.093,-26.934,121.664,523.776,-50.773,203.115,2.77,50,61.198
31803,12/31/22,ADV,ADVANTAGE SOLUTIONS INC,1157.008,4262.371,319.69,170.687,600.701,3032.901,-2272.321,4049.742,2.08,50,664.955
32382,12/31/22,ROKU,ROKU INC,2964.879,4412.601,140.027,-492.748,1083.273,1766.045,-588.318,3126.534,40.7,50,5699.099
32407,12/31/22,GROM,GROM SOCIAL ENTERPRISES INC,5.731,24.645,2.515,-7.33,2.99,4.297,-83.638,5.427,1.54,50,3.873
32502,12/31/22,ANGI,ANGI INC,484.202,1907.778,504.618,-100.3,281.784,856.4,-191.251,1891.524,2.35,50,1185.852
32541,12/31/22,CARG,CARGURUS INC,557.366,927.102,117.636,108.478,98.733,155.744,321.399,1655.035,14.01,50,1648.08
32546,12/31/22,SE,SEA LIMITED,12688.012,17002.796,564.759,-1132.565,6935.692,11191.972,-8844.266,12728.889,52.03,50,29384.411
32571,12/31/22,BAND,BANDWIDTH INC,279.608,929.318,25.344,-28.101,114.007,657.141,-92.761,573.152,22.95,50,581.645
32677,12/31/22,LOVLQ,SPARK NETWORKS SE,21.663,164.377,26.238,10.933,153.636,171.163,-234.314,187.763,0.65,50,17.055
32741,12/31/22,ICLK,ICLICK INTRC ASIA -ADR,204.66,221.782,8.586,-109.626,137.716,142.493,-426.117,169.08,3.85,50,33.056
32935,12/31/22,CDLX,CARDLYTICS INC,250.042,691.236,33.477,-127.399,248.944,479.631,-970.972,298.542,5.78,50,193.497
33081,12/31/22,GDC,GD CULTURE GROUP LTD,1.61,3.801,1.845,-0.424,0.334,0.334,-56.658,0.153,2.0888,50,3.854
33175,12/31/22,SPOT,SPOTIFY TECHNOLOGY SA,4651.166,8160.916,193.293,-694.683,3757.698,5594.866,-3624.105,12533.14,78.95,50,15260.482
33186,12/31/22,BILI,BILIBILI INC,3545.351,6064.889,394.579,-1086.067,2478.321,3855.347,-3100.632,3175.095,23.69,50,9347.577
33254,12/31/22,IQ,IQIYI INC,1998.738,6676.412,869.809,190.284,4078.487,5756.696,-6471.559,4204.268,5.3,50,4609.988
33382,12/31/22,SURG,SURGEPAYS INC,27.564,34.004,14.117,0.634,23.464,28.886,-35.804,121.544,6.56,50,92.608
33487,12/31/22,HUYA,HUYA INC,1515.626,1906.145,239.788,-126.541,319.136,333.997,-156.529,1336.847,3.95,50,947.163
33694,12/31/22,EVER,EVERQUOTE INC,80.974,156.519,32.588,-28.923,45.407,49.033,-162.067,404.127,14.74,50,480.347
34076,12/31/22,EB,EVENTBRITE INC,683.159,895.379,99.169,-46.742,360.979,728.824,-788.955,260.927,5.86,50,581.13
34133,12/31/22,LKCO,LUOKUNG TECHNOLOGY CORP,44.826,233.637,492.499,-58.688,94.832,99.328,-234.707,93.593,0.1514,50,74.564
34328,12/31/22,TC,TUANCHE CO LTD -ADR,25.18,34.111,23.918,-14.434,15.74,20.659,-167.975,26.56,0.835,50,19.972
34496,12/31/22,TME,TENCENT MUSIC ENTERTAINMENT,3850.71,9715.434,1571.487,466.278,1698.813,2592.658,2390.11,4108.787,8.28,50,13011.912
34613,12/31/22,SLE,SUPER LEAGUE ENTERPRISE INC,9.997,30.21,37.606,-31.068,10.693,11.006,-210.743,19.677,0.33644,50,12.652
34636,6/30/22,FOXA,FOX CORP,8281,22185,550.619,2624,2296,10622,2235,13974,30.37,50,16722.299
34645,12/31/22,RSTN,RDE INC,1.522,1.575,14.152,-2.029,3.851,4.624,-61.186,4.445,1.415,50,20.025
34915,12/31/22,BHAT,FUJIAN BLUE HAT INTERACTIVE,21.532,34.277,9.895,-7.965,17.408,19.748,-32.136,7.376,0.380301,50,3.763
35013,12/31/22,PINS,PINTEREST INC,3454.677,3862.73,683.202,-81.177,380.531,581.076,-2126.077,2802.574,24.28,50,16588.145
35059,12/31/22,SY,SO-YOUNG INTERNATIONAL INC,277.915,463.651,105.128,-14.905,78.009,85.544,-45.452,182.375,1.29,50,135.615
35245,12/31/22,EDR,ENDEAVOR GROUP HOLDINGS,2536.736,12503.842,290.542,610.596,2414.54,9197.27,-239.955,5268.137,22.54,50,6548.817
35399,12/31/22,WIMI,WIMI HOLOGRAM CLOUD INC,97.15,182.733,86.708,-37.746,15.816,16.09,-72.647,98.923,0.7399,50,64.155
35419,12/31/22,DOYU,DOUYU INTERNATIONAL HOLDINGS,1026.1,1180.972,319.777,-46.554,225.986,229.776,-463.745,1030.602,1.4,50,447.688
35583,12/31/22,MDIA,MEDIACO HOLDING INC,26.255,96.705,25.856,-1.381,11.098,23.39,-13.102,38.595,1.1485,50,29.696
35733,12/31/22,KRKR,36KR HOLDINGS INC -ADS,57.912,82.841,39.676,-6.457,30.488,32.765,-248.228,46.758,1.0319,50,40.942
35737,12/31/22,BAOS,BAOSHENG ME GR HOL LTD,50.139,58.046,9.205,-24.068,12.61,12.61,3.858,2.415,0.86,50,7.916
35761,12/31/22,LFLY,LEAFLY HOLDINGS INC,30.427,32.712,40.194,-28.005,9.818,39.119,-64.7,47.363,0.6519,50,26.202
35762,12/31/22,DUO,FANGDD NET GP LTD -ADR,124.529,156.104,6.589,-36.159,137.697,142.273,-717.906,35.659,0.7691,50,5.068
35859,12/31/22,OCG,ORIENTAL CULT HOLD LTD,42.181,53.389,21.227,2.589,3.762,3.773,27.265,17.813,0.5013,50,10.641
36048,12/31/22,SOGP,SOUND GROUP INC -ADR,104.897,112.559,51.741,9.664,53.866,55.628,-328.461,316.835,0.63,50,32.597
36211,12/31/22,CHR,CHEER HOLDING INC,183.845,205.963,68.124,26.726,32.903,33.46,145.412,157.079,1.46,50,99.461
36235,6/30/22,MITQ,MOVING IMAGE TECHNOLOGIS INC,13.362,14.851,10.828,-1.762,5.414,5.436,-3.085,18.351,1.15,50,12.452
36309,6/30/22,SPHR,SPHERE ENTERTAINMENT CO,1218.656,5522.16,34.235,-42.288,956.431,3362.584,-339.091,1724.618,44.97,50,1539.548
36444,12/31/22,UCL,UCLOUDLINK GR INC -ADR,41.346,45.934,36.876,-4.927,36.439,36.643,-227.501,71.461,3.34,50,123.166
36462,12/31/22,SJ,SCIENJOY HOLDING CORP,94.065,217.775,38.816,21.717,38.499,49.23,109.654,283.197,1.97,50,76.468
36557,12/31/22,SST,SYSTEM1 INC,126.508,1160.456,91.674,-172.286,210.285,687.668,-445.718,826.652,4.69,50,429.951
36691,12/31/22,IAC,IAC INC,2561.135,10393.635,88.872,-259.793,1079.988,3793.866,-278.152,5235.28,44.4,50,3945.917
